Keyword,SERP features,Volume,KD,CPC,legalbet.ro/: URL,legalbet.ro/: Organic Position,legalbet.ro/: Organic Traffic,legalbet.ro/: Ad title,legalbet.ro/: Ad display URL,legalbet.ro/: Ad description,legalbet.ro/: Ad block,legalbet.ro/: Ad position,legalbet.ro/: Paid traffic,pariurix.com/: URL,pariurix.com/: Organic Position,pariurix.com/: Organic Traffic,pariurix.com/: Ad title,pariurix.com/: Ad display URL,pariurix.com/: Ad description,pariurix.com/: Ad block,pariurix.com/: Ad position,pariurix.com/: Paid traffic,beturi.ro/: URL,beturi.ro/: Organic Position,beturi.ro/: Organic Traffic,beturi.ro/: Ad title,beturi.ro/: Ad display URL,beturi.ro/: Ad description,beturi.ro/: Ad block,beturi.ro/: Ad position,beturi.ro/: Paid traffic,pontul-zilei.com/: URL,pontul-zilei.com/: Organic Position,pontul-zilei.com/: Organic Traffic,pontul-zilei.com/: Ad title,pontul-zilei.com/: Ad display URL,pontul-zilei.com/: Ad description,pontul-zilei.com/: Ad block,pontul-zilei.com/: Ad position,pontul-zilei.com/: Paid traffic,10pariuri.ro/: URL,10pariuri.ro/: Organic Position,10pariuri.ro/: Organic Traffic,10pariuri.ro/: Ad title,10pariuri.ro/: Ad display URL,10pariuri.ro/: Ad description,10pariuri.ro/: Ad block,10pariuri.ro/: Ad position,10pariuri.ro/: Paid traffic,biletu-zilei.com/: URL,biletu-zilei.com/: Organic Position,biletu-zilei.com/: Organic Traffic,biletu-zilei.com/: Ad title,biletu-zilei.com/: Ad display URL,biletu-zilei.com/: Ad description,biletu-zilei.com/: Ad block,biletu-zilei.com/: Ad position,biletu-zilei.com/: Paid traffic,supercazino.ro/: URL,supercazino.ro/: Organic Position,supercazino.ro/: Organic Traffic,supercazino.ro/: Ad title,supercazino.ro/: Ad display URL,supercazino.ro/: Ad description,supercazino.ro/: Ad block,supercazino.ro/: Ad position,supercazino.ro/: Paid traffic,jucatorul.ro/: URL,jucatorul.ro/: Organic Position,jucatorul.ro/: Organic Traffic,jucatorul.ro/: Ad title,jucatorul.ro/: Ad display URL,jucatorul.ro/: Ad description,jucatorul.ro/: Ad block,jucatorul.ro/: Ad position,jucatorul.ro/: Paid traffic,xbets.ro/: URL,xbets.ro/: Organic Position,xbets.ro/: Organic Traffic,xbets.ro/: Ad title,xbets.ro/: Ad display URL,xbets.ro/: Ad description,xbets.ro/: Ad block,xbets.ro/: Ad position,xbets.ro/: Paid traffic,pariuri1x2.ro/: URL,pariuri1x2.ro/: Organic Position,pariuri1x2.ro/: Organic Traffic,pariuri1x2.ro/: Ad title,pariuri1x2.ro/: Ad display URL,pariuri1x2.ro/: Ad description,pariuri1x2.ro/: Ad block,pariuri1x2.ro/: Ad position,pariuri1x2.ro/: Paid traffic,casepariurionline.ro/: URL,casepariurionline.ro/: Organic Position,casepariurionline.ro/: Organic Traffic,casepariurionline.ro/: Ad title,casepariurionline.ro/: Ad display URL,casepariurionline.ro/: Ad description,casepariurionline.ro/: Ad block,casepariurionline.ro/: Ad position,casepariurionline.ro/: Paid traffic,case-pariuri.ro/: URL,case-pariuri.ro/: Organic Position,case-pariuri.ro/: Organic Traffic,case-pariuri.ro/: Ad title,case-pariuri.ro/: Ad display URL,case-pariuri.ro/: Ad description,case-pariuri.ro/: Ad block,case-pariuri.ro/: Ad position,case-pariuri.ro/: Paid traffic,Updated
noua aplicatie superbet,,100,61,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/aplicatie/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-11 00:56:00
algoritm loto polonia,,100,33,,,,,,,,,,,https://pariurix.com/casino/loto/polonia-multi-20-80.html,2,16,,,,,,,https://beturi.ro/ghid-pariuri/polonia-multi/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/schema-polonia-4-numere/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20 22:52:39
loto genova,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-genoa-5-90/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-28 12:06:45
gets bet rotiri gratuite fara depunere,,100,53,1.70,,,,,,,,,,,,,,,,,,,https://beturi.ro/oferte-cazino/rotiri-gratuite-getsbet/,10,3,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/getsbet-bonus-fara-depunere/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/gets-bet-bonus-fara-depunere/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 12:29:37
fara depunere .ro,"Bottom ads, Paid sitelinks",100,72,2.58,,,,,,,,,,https://pariurix.com/casino/bonus-fara-depunere,4,9,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino-fara-depunere/,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 17:36:05
păcănele cu speciale,,100,59,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/teme/cu-speciale/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-01 23:22:13
casa pariurilor scanare bilet,Video preview,100,36,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/verificare-bilet-casa-pariurilor/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 20:59:39
bonus fara depunere vlad cazino,,100,58,1.35,,,,,,,,,,https://pariurix.com/casino/recenzii/vlad-cazino/bonusuri-si-promotii,8,4,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/vlad-cazino-bonus-fara-depunere/,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/rotiri-gratuite/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-05 18:09:45
bonus fara depunere unibet,Sitelinks,100,45,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/unibet-bonus-fara-depunere/,3,12,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/promotii-unibet-fara-depunere/,4,10,,,,,,,https://jucatorul.ro/cazino/recenzii/unibet-casino/rotiri-gratuite/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 11:03:26
predictor x,"Sitelinks, People also ask",100,1,0.94,,,,,,,,,,https://predictor.pariurix.com/,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-01 21:51:48
mr bit promo code,,100,53,0.60,,,,,,,,,,https://pariurix.com/agentii/recenzii/mrbit/promotii,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/coduri-bonus/mr-bit-cod-promo/,9,3,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/mrbit/cod-bonus/,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-02 20:43:53
pariuri online superbet,Sitelinks,100,43,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://casepariurionline.ro/ce-inseamna-super-pariuri-superbet/,7,5,,,,,,,,,,,,,,,,2026-06-27 04:21:15
cat castigi cu 4 numere la 5 din 40,"AI Overview, Thumbnail, People also ask",100,0,,,,,,,,,,,https://pariurix.com/discutii/discutii-loto-5-40-15246.html,7,6,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/cat-castigi-cu-3-numere-loto-5-din-40/,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-27 02:49:34
joc ca la aparate 777,Sitelinks,100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/jocuri/pacanele-gratis/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 21:07:46
casa pariurilor app,,100,31,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/aplicatii-jocuri-de-noroc/aplicatia-casa-pariurilor/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-30 03:01:49
franta 5 din 49,,100,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-franta-5-49/,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26 16:17:36
40 super hots,,100,63,0.79,,,,,,,,,,https://pariurix.com/pacanele/40-super-hot,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23 11:56:52
loto napoli,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-napoli-5-90/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15 02:55:11
888 cazino.ro,,100,56,1.44,,,,,,,,,,https://pariurix.com/casino/recenzii/888casino,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-07 08:02:40
20 rotiri gratuite winbet,"Sitelinks, Video preview",100,39,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/winbet-casino/bonus-fara-depunere/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 13:12:05
oferta stanleybet fotbal,,100,42,0.27,,,,,,,,,,https://pariurix.com/agentii/recenzii/stanleybet,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21 11:11:53
bari 5/90,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-bari-5-90/,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04 04:30:13
cont pariuri sportive,Sitelinks,100,81,10.02,,,,,,,,,,https://pariurix.com/agentii,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/case-pariuri-online/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-19 22:19:55
faci bani introducand coduri,,100,0,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/cod-bonus-casino/,6,6,,,,,,,https://jucatorul.ro/blog/faci-bani-introducand-coduri/,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04 02:48:48
verifica bilet,"Sitelinks, Video preview",100,34,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/blog-pariuri-cazino/superbet-verificare-bilet/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 10:59:35
loto pronosport rezultate,Video preview,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/scoala-de-pariuri/pronosport/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-19 16:51:16
cat dureaza un meci de volei,"AI Overview, Thumbnail, People also ask",100,0,,,,,,,,,,,,,,,,,,,,https://beturi.ro/ghid-pariuri/cat-dureaza-un-meci-de-volei/,8,4,,,,,,,,,,,,,,,,https://10pariuri.ro/articole-utile-pariuri/reguli-volei/,2,33,,,,,,,https://biletu-zilei.com/scoala-de-pariuri/durata-meci-volei/,9,4,,,,,,,https://www.supercazino.ro/blog/cat-dureaza-un-meci-volei/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-27 12:43:35
cate reprize sunt la hochei,"Featured snippet, People also ask",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/articole-utile-pariuri/cat-dureaza-un-meci-de-hochei/,5,5,,,,,,,https://biletu-zilei.com/scoala-de-pariuri/durata-meci-hochei/,3,8,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/ghid-pariuri-online/cat-dureaza-un-meci-de-hochei/,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23 09:28:43
impozit pariuri,"AI Overview, Thumbnail, Video preview",100,0,1.32,,,,,,,,,,https://pariurix.com/resurse/impozit/impozit-pariuri-sportive.html,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/calculator-taxe-jocuri-de-noroc/,1,12,,,,,,,https://xbets.ro/ghid-pariuri-online/impozit-pariuri-sportive-cat-platim-la-stat-in-2024/,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-12 21:29:30
cel mai bun joc de pacanele online,,100,56,,,,,,,,,,,https://pariurix.com/casino/sloturi/cele-mai-profitabile-sloturi-online.html,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 03:19:56
cod promotie 888 casino,"Sitelinks, Video preview",100,59,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/888casino-bonus-fara-depunere/,8,4,,,,,,,https://10pariuri.ro/coduri-bonus/cod-bonus-la-888sport/,9,3,,,,,,,https://biletu-zilei.com/coduri-bonus/cod-promotie-888/,3,11,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/888-casino/cod-bonus/,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-11 08:26:25
extra star,,100,17,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/extra-stars/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-12 05:08:47
transferuri la fc botosani,"AI Overview, Thumbnail, Video preview",100,0,,,,,,,,,,,,,,,,,,,,https://beturi.ro/stiri-sport/lot-fc-botosani/,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-29 15:36:27
loto ungaria putto combinatii,,100,0,0.52,,,,,,,,,,https://pariurix.com/casino/loto/ungaria-putto.html,10,3,,,,,,,https://beturi.ro/ghid-pariuri/ungaria-putto/,4,10,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/ungaria-putto/,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 03:20:51
ghets bet,"Sitelinks, Video preview",100,9,,,,,,,,,,,https://pariurix.com/casino/recenzii/gets-bet-casino,5,8,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/agentie/gets-bet/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-11 17:28:39
ponturi cota 2,,100,24,0.25,,,,,,,,,,https://pariurix.com/ponturi/cota-2,7,6,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/category/cota-zilei-pariuri/cota-2/,8,5,,,,,,,https://10pariuri.ro/biletul-zilei-la-pariuri/cota-2/,2,18,,,,,,,https://biletu-zilei.com/biletul-zilei/cota-2/,1,45,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/,3,18,,,,,,,https://pariuri1x2.ro/cota-2-un-pont-pe-zi-vezi-selectiile-de-azi/,4,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-09 02:08:23
chat live superbet,Video preview,100,55,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/metode-contact-cazino/superbet-contact/,10,3,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 10:16:13
winbet download,,100,56,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/aplicatii-jocuri-de-noroc/winbet-app/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 15:11:46
verificare bilet superbet online,"Sitelinks, Video preview",100,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/blog-pariuri-cazino/superbet-verificare-bilet/,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 03:52:29
winbet bonus de bun venit,Bottom ads,100,43,2.33,,,,,,,,,,https://pariurix.com/agentii/recenzii/winbet/promotii,10,2,,,,,,,https://beturi.ro/oferte-cazino/promotii-winbet/,8,4,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/winbet-bonus-fara-depunere/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/winbet-bonus-fara-depunere/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03 14:55:25
netbetloto,Sitelinks,100,34,0.53,,,,,,,,,,,,,,,,,,,https://beturi.ro/ghid-pariuri/loto-netbet/,4,0,,,,,,,https://www.pontul-zilei.com/blog/netbet-loto/,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 07:35:09
meciuri nba,,100,0,,,,,,,,,,,https://pariurix.com/editorial/stiri-sportive/unde-pot-vedea-live-video-gratuit-meciurile-din-nba.html,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-01 18:45:25
loto italia keno 20/90 ultimele rezultate,,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/italia-loto-keno-20-90/,9,3,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-12 01:12:42
kings cup reguli,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/reguli-kings/,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 10:00:23
lotostats win for life,,100,2,0.26,,,,,,,,,,https://pariurix.com/casino/loto/win-for-life.html,6,7,,,,,,,https://beturi.ro/ghid-pariuri/loto-win-for-life/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24 06:50:07
keno letonia 20/62,,100,0,1.57,,,,,,,,,,,,,,,,,,,https://beturi.ro/ghid-pariuri/loto-keno-letonia/,9,4,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-letonia-keno-20-din-62/,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21 00:30:14
loto irlanda,,100,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-irlanda-6-47/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-16 13:57:17
ruleta reguli,,100,6,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/ruleta/reguli/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-29 19:30:07
joc păcănele gratis,,100,72,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03 00:46:54
meciurile,Video preview,100,61,0.02,,,,,,,,,,,,,,,,,,,https://beturi.ro/meciuri-azi/,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/meciuri-azi/,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 14:32:20
jocuri casino demo,"AI Overview, Thumbnail",100,76,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23 08:56:44
jocuri shining crown,,100,50,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 18:13:18
casa pariurilor fortuna,,100,36,0.55,,,,,,,,,,https://pariurix.com/agentii/recenzii/fortuna,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 17:28:01
fotbal azi la tv live,,100,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/fotbal-azi-la-tv/,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-30 00:55:53
pokerstars bonus,,100,58,4.93,,,,,,,,,,https://pariurix.com/agentii/recenzii/pokerstars/promotii,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/coduri-bonus/pokerstars-casino-cod-bonus/,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 12:52:03
valoare lot fcsb,"Sitelinks, AI Overview, Thumbnail",100,0,1.68,,,,,,,,,,,,,,,,,,,https://beturi.ro/stiri-sport/lot-fcsb/,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pariuri1x2.ro/stiri/cat-mai-valoreaza-echipele-din-liga-1-fcsb-domina-autoritar-dinamo-pluton/,5,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21 01:38:53
polonia 1 2 rezultate,,100,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 04:08:05
bonus winbet,Sitelinks,100,58,2.80,,,,,,,,,,https://pariurix.com/agentii/recenzii/winbet/promotii,6,7,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/winbet-bonus-fara-depunere/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 13:57:57
contact vlad cazino,"Featured snippet, Sitelinks",100,56,1.45,,,,,,,,,,,,,,,,,,,https://beturi.ro/ghid-pariuri/vlad-cazino-contact/,6,7,,,,,,,,,,,,,,,,https://10pariuri.ro/tutoriale/contact/contact-vlad-cazino/,9,4,,,,,,,https://biletu-zilei.com/metode-contact-cazino/vlad-cazino-contact/,5,9,,,,,,,https://www.supercazino.ro/blog/vlad-cazino-contact/,8,5,,,,,,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/contact/,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15 09:55:35
cehia keno combinatii,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-cehia/,7,5,,,,,,,,,,,,,,,,https://www.supercazino.ro/cehia-keno/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19 13:10:37
